# Bootstrap Baseline for Script Doctrine
# This is the frozen baseline of legacy violations.
# DO NOT edit this file to add new violations.
# New baseline entries require a separate reviewed process.

# Provenance metadata
# baseline_commit=50e6975e2a599c99dd8825e8557edec677d60406
# loc_algorithm=logical-shell-v1
# Fields: path, baseline_loc, python_invocation_count

# Columns: path, baseline_loc, python_invocation_count
# - path: relative path from repository root
# - baseline_loc: maximum allowed logical LOC (0 = any size, only for non-shell)
# - python_invocation_count: number of Python invocations in the file
#   For shell files, this must be the exact count - growth is forbidden.
#   For CI workflows and Makefiles, this must be the exact count - growth is forbidden.

# This baseline is independent of script-inventory.csv and cannot be mutated
# by adding new migration-required rows.

# CI Workflows with Python invocations (exact count required)
packaging/entware/S76uvb76,25,0
uvb76/scripts/verify_uvb76_vet.sh,45,0
uvb76/scripts/verify_web_embed.sh,135,0

# Python files (migration-required, .py files do not invoke Python)
scripts/ar_parser.py,0,0
scripts/attribution_contract.py,0,0
scripts/check_zig_memory_copy_safety.py,0,0
scripts/coverage_diagnostics.py,0,0
scripts/coverage_gate.py,0,0
scripts/coverage_test_fallback.py,0,0
scripts/effect_boundary_verifier/__init__.py,0,0
scripts/effect_boundary_verifier/classifications.py,0,0
scripts/effect_boundary_verifier/patterns.py,0,0
scripts/effect_boundary_verifier/scanner.py,0,0
scripts/effect_boundary_verifier/self_test.py,0,0
scripts/extract_kcov_line_coverage.py,0,0
scripts/generate_opkg_release_metadata.py,0,0
scripts/idle_staircase_analyzer.py,0,0
scripts/idle_staircase_analyzer_cli.py,0,0
scripts/idle_staircase_verifier/__init__.py,0,0
scripts/idle_staircase_verifier/artifact_checks.py,0,0
scripts/idle_staircase_verifier/correlation.py,0,0
scripts/idle_staircase_verifier/native_event_tests.py,0,0
scripts/idle_staircase_verifier/schema.py,0,0
scripts/idle_staircase_verifier/self_tests.py,0,0
scripts/idle_staircase_verifier/test_fixtures.py,0,0
scripts/ipk_fixture_builders.py,0,0
scripts/ipk_fixture_mutators.py,0,0
scripts/ipk_fixtures.py,0,0
scripts/ipk_tar_builder.py,0,0
scripts/ipk_verifier.py,0,0
scripts/kcov_parsers.py,0,0
scripts/lab_memory_attribution_matrix.py,0,0
scripts/lab_runner/__init__.py,0,0
scripts/lab_runner/analyzer.py,0,0
scripts/lab_runner/artifacts.py,0,0
scripts/lab_runner/config.py,0,0
scripts/lab_runner/loop.py,0,0
scripts/lab_runner/main.py,0,0
scripts/lab_runner/proc.py,0,0
scripts/lab_runner/self_tests.py,0,0
scripts/lab_runner/tovarisch.py,0,0
scripts/lab_runner/validation.py,0,0
scripts/lab_tovarisch_idle_memory.py,0,0
scripts/memory_attribution_matrix/__init__.py,0,0
scripts/memory_attribution_matrix/artifacts.py,0,0
scripts/memory_attribution_matrix/main.py,0,0
scripts/memory_attribution_matrix/parsing.py,0,0
scripts/memory_attribution_matrix/runner.py,0,0
scripts/memory_attribution_matrix/self_tests.py,0,0
scripts/memory_attribution_matrix/validation.py,0,0
scripts/memory_attribution_matrix/variants.py,0,0
scripts/memory_attribution_matrix/verdict.py,0,0
scripts/memory_attribution_matrix_verifier/__init__.py,0,0
scripts/memory_attribution_matrix_verifier/checks.py,0,0
scripts/memory_attribution_matrix_verifier/fixtures.py,0,0
scripts/memory_attribution_matrix_verifier/self_tests.py,0,0
scripts/memory_attribution_matrix_verifier/verify.py,0,0
scripts/tovarisch_status_rss_canary.py,0,0
scripts/tovarisch_status_rss_canary_lib.py,0,0
scripts/tovarisch_test_base_fingerprint.py,0,0
scripts/total_parser_verifier/__init__.py,0,0
scripts/total_parser_verifier/classifications.py,0,0
scripts/total_parser_verifier/patterns.py,0,0
scripts/total_parser_verifier/scanner.py,0,0
scripts/total_parser_verifier/scanner_accepted_pattern_tests.py,0,0
scripts/total_parser_verifier/scanner_second_ring_tests.py,0,0
scripts/total_parser_verifier/scanner_tests.py,0,0
scripts/total_parser_verifier/self_test.py,0,0
